run_id,dataset,phase,subject,family,D_nuisance,D_gesture,J,feature_dimension,definition
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,3,F9_Quality,8.25881290435791,6.22442626953125,0.7536708170548417,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,4,F9_Quality,4.7260637283325195,5.609743118286133,1.1869799987365408,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,5,F9_Quality,5.7475762367248535,6.003094673156738,1.044456728524656,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,6,F9_Quality,4.856370449066162,5.31744384765625,1.0949419743458106,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,7,F9_Quality,4.991220951080322,5.458117961883545,1.0935436470110729,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,8,F9_Quality,6.273086071014404,6.283227920532227,1.0016167241134601,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F0,6.232799053192139,2.4714467525482178,0.3965227711427766,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F0,4.245396137237549,4.715462684631348,1.1107238364094234,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F0,4.1247029304504395,7.159947872161865,1.7358699506095643,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F0,7.894687652587891,6.9010910987854,0.8741436523485939,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F0,6.544954776763916,5.356245040893555,0.8183777006234831,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F0,4.185969352722168,6.114527702331543,1.4607196534665878,48,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F1_X1H,3.422452926635742,3.34006667137146,0.9759277170405837,8,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F1_X1H,2.423983573913574,2.5797505378723145,1.064260734121307,8,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F1_X1H,2.1035163402557373,2.782362699508667,1.3227197936428083,8,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F1_X1H,3.4533326625823975,3.6235151290893555,1.0492806465910083,8,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F1_X1H,3.6910159587860107,2.481062889099121,0.672189694328626,8,train-standardized same-user class centroid session displacement / target within-user class separation
