run_id,phase,dataset,subject,condition,shots_per_class,feature_bank,mode,evaluation_trials,macro_f1,accuracy,log_loss,brier,ece,per_class_f1_json,method,calibration_trials,supported,reason,aggregation,protocol,calibration_force,target_force_calibration,model,feature_dimension,session/domain,classes_present,removed_family,n0,reliability_temperature,weights_json
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4666666666666666,0.6,0.8393164779984426,0.09546955781664457,0.254328749580627,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",unnormalized_source,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,0.4666666666666666,0.6,1.1025254774014377,0.11701489266570946,0.19963076535391733,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",source_model,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,0.7333333333333333,0.8,0.6975995403593461,0.06915701085074388,0.3246726456547846,"{""close"":1.0,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":1.0}",session_model,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,0.7333333333333333,0.8,0.6994844254802443,0.06979933450981307,0.323495809520668,"{""close"":1.0,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":1.0}",session_context,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,0.5,0.6,1.048867891059975,0.10803058507242294,0.44566709807485494,"{""close"":0.5,""open"":0.0,""rest"":1.0,""flexion"":1.0,""extension"":0.0}",source_long_anchor,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,1.0,1.0,0.8052268736178883,0.07893516691697856,0.5339270068594402,"{""close"":1.0,""open"":1.0,""rest"":1.0,""flexion"":1.0,""extension"":1.0}",session_long_anchor,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,1.0,1.0,0.56509783524674,0.05103560475963787,0.3973135414577078,"{""close"":1.0,""open"":1.0,""rest"":1.0,""flexion"":1.0,""extension"":1.0}",session_local_anchor,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,1.0,1.0,0.713403357528388,0.06721871949801407,0.4892020013536187,"{""close"":1.0,""open"":1.0,""rest"":1.0,""flexion"":1.0,""extension"":1.0}",session_blended_anchor,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,1,F0|F3_Ring_reference,,5,0.4666666666666666,0.6,0.8231728658383706,0.10080783836877505,0.17520207614125366,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",unnormalized_source,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,2,F0|F3_Ring_reference,,,,,,,,,unsupported_budget,,False,Only two native trials/class/wearing-domain; no evaluation trial remains,,,,,,,,,,,,
